text,date
"@McDonaldsCorp sorry to hear about the hack. As a #sp500 follower, I stand by @POTUS and would've not been happy",16/03/2017 15:08
Elliott Wave Analysis: S&amp;P500 Showing First Signs Of A Completed Correction; More Weakness To Follow https://t.co/5fzlQ1Pfgl,16/03/2017 15:08
SP500 nice back to area FED,16/03/2017 15:07
Elliott Wave Analysis: S&amp;P500 Showing First Signs Of A Completed Correction; More Weakness To Follow https://t.co/nkbpdHXpRL,16/03/2017 15:06
"IMPRESSIVE: SP100 #Volatility falling faster than #SP500 (daily ratio of VXO / #VIX -blue) Complacency? 
#markets… https://t.co/Gktp1pTpjU",16/03/2017 15:04
"#Emerging #Markets #ETF EEM Tentative Breakout from Daily Rising Wedge (red- Oct 22 2015)
#Trading #investing #eem… https://t.co/QXHVgh8K08",16/03/2017 14:48
@wave_pattern I haven't received the SP500 update yet.Was this notice for Level 2?,16/03/2017 14:42
RT @americaformom1: RT4MOM!<U+2665><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#BOYCOTT<U+261E>#WRBerkley #NYSE #NASDAQ #Trading #SP500 #WallStreet #NewYear #Business https://t.co/LHNNjXxWYs … ht…,16/03/2017 14:41
"#SP500 #ES #SPX #ELLIOTTWAVE #EWTAF
New instrument -  S&amp;P 500 at our website from pr0 (@rswa_ru)
Extraday analysis… https://t.co/47J1n6FjpX",16/03/2017 14:35
"Thurs 3/16/17  10:30 AM ET
#Dow $20,955 +5
#SP500 $2,383 -2
#Oil $48.67
#Gold $1,227
#Silver $17.32
#BTC $1,200
#ETH $38.28
Please Retweet",16/03/2017 14:30
BB&amp;T (NYSE:BBT) loses -1.07% on Wednesday-Top10 Worst Performer in SP500 #NYSE #BBT https://t.co/5jw5OA4QoY,16/03/2017 14:23
"#SP500 Index #ETF - #SPY : 
Still into a Weekly Uptrend Channel + No new high yet 
$SPY #Trading #investing #SP500… https://t.co/0F2vlPlf98",16/03/2017 14:23
Fifth Third Bancorp (NASDAQ:FITB) loses -1.12% on Wednesday-Top10 Worst Performer in SP500 #NASDAQ #FITB https://t.co/wculToT845,16/03/2017 14:21
Express Scripts (NASDAQ:ESRX) loses -1.17% on Wednesday-Top10 Worst Performer in SP500 #NASDAQ #ESRX https://t.co/Q9Zyw4Yrra,16/03/2017 14:19
"RT @FXstreetNews: US stocks extend rally, Nasdaq near record highs By @HareshMenghani https://t.co/OtKBcWGK2X #Equities #Nasdaq #SP500",16/03/2017 14:18
"RT @FXstreetNews: US stocks extend rally, Nasdaq near record highs By @HareshMenghani https://t.co/OtKBcWGK2X #Equities #Nasdaq #SP500",16/03/2017 14:18
SunTrust Banks (NYSE:STI) loses -1.24% on Wednesday-Top10 Worst Performer in SP500 #NYSE #STI https://t.co/M5XhOw72aV,16/03/2017 14:17
M&amp;T Bank (NYSE:MTB) loses -1.33% on Wednesday-Top10 Worst Performer in SP500 #NYSE #MTB https://t.co/PmybkkMbB3,16/03/2017 14:15
Discover Financial Services (NYSE:DFS) loses -1.63% on Wednesday-Top10 Worst Performer in SP500 #NYSE #DFS https://t.co/FBvjk4NLVc,16/03/2017 14:13
O'Reilly Automotive (NASDAQ:ORLY) loses -1.7% on Wednesday-Top10 Worst Performer in SP500 #NASDAQ #ORLY https://t.co/R7RUv7gtxf,16/03/2017 14:11
"RT @FXstreetNews: US stocks extend rally, Nasdaq near record highs By @HareshMenghani https://t.co/OtKBcWGK2X #Equities #Nasdaq #SP500",16/03/2017 14:10
"US stocks extend rally, Nasdaq near record highs By HareshMenghani https://t.co/00F0vWc8EA #Equities #Nasdaq #SP500 via FXstreetNews",16/03/2017 14:09
"US stocks extend rally, Nasdaq near record highs By HareshMenghani https://t.co/MgddzNXFW0 #Equities #Nasdaq #SP500",16/03/2017 14:09
"US stocks extend rally, Nasdaq near record highs By @HareshMenghani https://t.co/OtKBcWGK2X #Equities #Nasdaq #SP500",16/03/2017 14:09
AutoZone (NYSE:AZO) loses -1.74% on Wednesday-Top10 Worst Performer in SP500 #NYSE #AZO https://t.co/nfChoiaUzt,16/03/2017 14:09
Capital One Financial Corporation (NYSE:COF) loses -1.99% on Wednesday-Top10 Worst Performer in SP500 #NYSE #COF https://t.co/XxExkubonl,16/03/2017 14:07
RT @AdmiralMarkets: Wild price action on #fed rate hike caused huge #volatility on $usdjpy $sp500 $eurusd $gold #forex #fx *Your capital is…,16/03/2017 14:06
Macy's (NYSE:M) loses -2.04% on Wednesday-Top10 Worst Performer in SP500 #NYSE #M https://t.co/rC4qc46x3K,16/03/2017 14:05
Transocean (NYSE:RIG) gains 4.59% on Wednesday-Top10 Best Performer in SP500 #NYSE #RIG https://t.co/JLEKUaiQON,16/03/2017 14:02
Diamond Offshore Drilling (NYSE:DO) gains 4.63% on Wednesday-Top10 Best Performer in SP500 #NYSE #DO https://t.co/JODwnFdEV0,16/03/2017 14:00
Denbury Resources (NYSE:DNR) gains 4.72% on Wednesday-Top10 Best Performer in SP500 #NYSE #DNR https://t.co/BCGzrhGnsZ,16/03/2017 13:58
Harley-Davidson (NYSE:HOG) gains 4.73% on Wednesday-Top10 Best Performer in SP500 #NYSE #HOG https://t.co/2VY09IcHv2,16/03/2017 13:56
The @federalreserve is reacting to #FinancialConditions (aka SP500) which are reacting to possible (but unknown) fiscal policy changes (1/2),16/03/2017 13:56
"#trading #stocks #SP500 #VIX $VXX #ES_F RISK FLIP SWITCH 11.90 in H17 $VX_F is ""tell"" to RISK STATE in $ES_F $SPY. MORE ABOVE LESS BELOW",16/03/2017 13:56
Nabors Industries Ltd (NYSE:NBR) gains 4.74% on Wednesday-Top10 Best Performer in SP500 #NYSE #NBR https://t.co/ScH0Af2Hel,16/03/2017 13:54
"RT @isave2invest: Asset class benefiting most from 7 years of #QE is #Eurozone high yield debt, followed by #SP500 and US #HighYield
#ZIRP…",16/03/2017 13:54
Noble Corporation (NYSE:NE) gains 4.87% on Wednesday-Top10 Best Performer in SP500 #NYSE #NE https://t.co/1YMY5encvf,16/03/2017 13:52
Freeport-McMoran (NYSE:FCX) gains 5.05% on Wednesday-Top10 Best Performer in SP500 #NYSE #FCX https://t.co/9snKtojeCn,16/03/2017 13:50
Newmont Mining (NYSE:NEM) gains 5.25% on Wednesday-Top10 Best Performer in SP500 #NYSE #NEM https://t.co/CYWLJg4gd2,16/03/2017 13:48
Southwestern Energy (NYSE:SWN) gains 5.83% on Wednesday-Top10 Best Performer in SP500 #NYSE #SWN https://t.co/2517Nodwkw,16/03/2017 13:46
QEP Resources Inc (NYSE:QEP) gains 6.13% on Wednesday-Top10 Best Performer in SP500 #NYSE #QEP https://t.co/DdikIqUejQ,16/03/2017 13:44
Is there a rule of thumb to know if you're on track for #retirement? That and investing in the US in this #podcast: https://t.co/qwQ9suzhHV,16/03/2017 13:41
RT @SPDJIndices: Market Open: #Markets | SP500 2387.71 +1.98,16/03/2017 13:34
Market Open: #Markets | SP500 2387.71 +1.98,16/03/2017 13:31
Highest scoring stories for #SP500 under one watchlist $AAPL $WFC $XOM https://t.co/Rwpf6Sogpu&gt; https://t.co/wFFtbsCQD3,16/03/2017 13:22
"To avoid political fights, pensions need to educate boards that hedge funds don't compete w SP500 --Eric Nierenberg of MassPRIM #arsymposium",16/03/2017 13:21
"#WallStreet Futures h 14:10 SP500 2.387,75<U+25B2>0,17% 
Nasdaq 5.427<U+25B2>0,22% DowJones 21.007<U+25B2>0,30%
https://t.co/tfIRzytHol #USA",16/03/2017 13:10
"Trend Update: $VTI, #SP400, #SP600, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, long term. https://t.co/qCn5v0xIz2",16/03/2017 13:10
"RT @JustOneLap: In the Fat Wallet Show this week with @kristiavh @SimonPB
The listener who saves 69% of income ?!
#JSE
https://t.co/5KgBzZY…",16/03/2017 13:10
Wild price action on #fed rate hike caused huge #volatility on $usdjpy $sp500 $eurusd $gold #forex #fx *Your capita… https://t.co/eh7dIYS2cB,16/03/2017 13:06
#SP500 #Dividend #ETF - #SDY At the Daily Resistance Trendline of an Old Rising Wedge (red)     $SPY #Trading #risk… https://t.co/eZ2TluHqqu,16/03/2017 12:47
RT @Path_Trading: Path Chat PM #Futures Update 3152017 #dowjones #sp500 #Nasdaq #CrudeOIL #Copper $Gold $Silver @Bob_Iaccino @mgarnold http…,16/03/2017 12:45
Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/6wqiazRCb5,16/03/2017 12:37
Daily Updates with #NSFX https://t.co/LAuWIbSOQe #SP500 #fed #draghi #yellen #USoil #OPEC #WTI #euro #gold #USD… https://t.co/vejbChIBCN,16/03/2017 12:35
"#Financial Sector #ETF XLF: 
Testing Daily Rising Wedge Support (blue) after #FED dovish statement yest  
#Trading… https://t.co/MEMuob4Ism",16/03/2017 12:34
#Index #SP500 #US $SP500 S&amp;P 500 Long positions above 2377.00 with targets at 2395.00 &amp; 2400.00 in extension. https://t.co/EKCRg9JcNL,16/03/2017 12:30
"In the Fat Wallet Show this week with @kristiavh @SimonPB
The listener who saves 69% of income ?!
#JSE
https://t.co/5KgBzZYfRC",16/03/2017 12:21
"Trend Update: $VTI, #SP400, #SP600, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, mid term. https://t.co/qCn5v0xIz2",16/03/2017 12:10
The #Fed stayed on the script that Wall Steet wanted to hear $SPY #sp500,16/03/2017 12:10
"RT @4xForecaster: #CROWSignalService - $SPX: Forecast remains intact, in force ... Updated:

Emailed.

#sp500 $SPY $JPY $USD #forex https:/…",16/03/2017 11:54
Flagged the 20dma in a few posts last week. Here's an update #sp500 #trading #stocks #investing https://t.co/WTU2Al1BEQ,16/03/2017 11:53
RT @Options_Buddy: Potential Retracement for $SPY : Short. medium &amp; long term Analysis by @FinGraphs for All #SP500 #Traders  &gt;&gt; https://t.…,16/03/2017 11:43
Potential Retracement for $SPY : Short. medium &amp; long term Analysis by FinGraphs for All #SP500 #Traders  &gt;&gt;… https://t.co/aRVmJCMlG9 via …,16/03/2017 11:42
Potential Retracement for $SPY : Short. medium &amp; long term Analysis by @FinGraphs for All #SP500 #Traders  &gt;&gt;… https://t.co/fklM0zhSne,16/03/2017 11:40
Potential Retracement for $SPY : Short. medium &amp; long term Analysis by @FinGraphs for All #SP500 #Traders  &gt;&gt;… https://t.co/0tceZ9Vc6C,16/03/2017 11:40
Potential Retracement for $SPY : Short. medium &amp; long term Analysis by @FinGraphs for All #SP500 #Traders  &gt;&gt;… https://t.co/nbrgrMZo4X,16/03/2017 11:40
Potential Retracement for $SPY : Short. medium &amp; long term Analysis by @FinGraphs for All #SP500 #Traders  &gt;&gt;… https://t.co/ZF6hnUdBxb,16/03/2017 11:40
4 reasons why you should trade #crudeoil with #NSFX https://t.co/HJQMH3FueB #trading #forex #oil #OPEC #SP500 #FTSE… https://t.co/XaDr5Te1sW,16/03/2017 11:35
$ES E-Mini Sp500 held support 2358 we posted on March 14 and  heading to next major resistance #es #stocks #stock… https://t.co/BHxZ7YFkC4,16/03/2017 11:32
"RT @JPDesloges: #SP500 #ETF - #SPY : 
At Major Monthly Resistance Trendline (red) from Oct 2007  $SPY #Trading #investing #SP500 #stocks #r…",16/03/2017 11:12
"Trend Update: $VTI, #SP400, #NASDAQ, #DJIA #DOW, #SP500, #RUSSELL2000,  continue to be Bullish, short term. https://t.co/qCn5v0xIz2",16/03/2017 11:10
RT @DozenStocks: Weekly S&amp;P500 #Stocks Trend $STX $URI $WYNN $PHM $RCL $MU $GLW $SHW $VRTX $FLR $DOW $DD $NSC $KLAC $ADI $FDX  @ https://t.…,16/03/2017 11:04
RT @javieryepgarcia: We are now buying #NASDAQ FUT. Entry price 5416.00 - #indices #sp500 @GoldmanSachs @jpmorgan @ubs @citi #fed #yellen #…,16/03/2017 10:53
RT @DozenStocks: Weekly S&amp;P500 #Stocks Trend $STX $URI $WYNN $PHM $RCL $MU $GLW $SHW $VRTX $FLR $DOW $DD $NSC $KLAC $ADI $FDX  @ https://t.…,16/03/2017 10:53
RT @DozenStocks: Weekly S&amp;P500 #Stocks Performance $STX $URI $WYNN $PHM $RCL $WDC $DHI $MU $CSX $AVGO $GLW $SHW $NVDA $VRTX more@ https://t…,16/03/2017 10:53
We are now buying #NASDAQ FUT. Entry price 5416.00 - #indices #sp500 @GoldmanSachs @jpmorgan @ubs @citi #fed #yellen #trump,16/03/2017 10:31
#LEGO #LEGOCity 7035 Police HQ #AFOL #LEGObricks #VintageLEGO #CollectibleLEGO #CollectibleToys #Toys #SP500 #stocks https://t.co/iS7Xs4Dc8D,16/03/2017 10:30
"RT @JPDesloges: #SP500 #Volatility - #VIX :
Lowest 20 DMA (Day Moving Avg-yellow) on VIX since July 2014! Complacent? $SPY #Trading #risk #…",16/03/2017 10:18
RT @AlphaCLCapital: Trade Setup #SP500 #ES_F #TRADING #INVESTING #STOCKMARKET #EMINI #FUTURES https://t.co/ZLLSewpV2n,16/03/2017 10:09
"Thursday, March 16, 2017, TODAY's stock trends: https://t.co/p9E9aDAUhG #nasdaq #wallstreet #nyse #sp500 #bloomberg #foxbusiness #cnbc #wsj",16/03/2017 10:05
Weekly S&amp;P500 #Stocks Trend $STX $URI $WYNN $PHM $RCL $MU $GLW $SHW $VRTX $FLR $DOW $DD $NSC $KLAC $ADI $FDX  @ https://t.co/RPeaHBZz9y,16/03/2017 10:02
Weekly S&amp;P500 #Stocks Performance $STX $URI $WYNN $PHM $RCL $WDC $DHI $MU $CSX $AVGO $GLW $SHW $NVDA $VRTX more@ https://t.co/RPeaHBZz9y,16/03/2017 10:02
"Market Update https://t.co/i7JpNJLUso

#Audi, #DAX, #Dutch, #EDF, #EURUSD, #Fed, #FOMC, #FXoptions, #Gold, #H&amp;M,… https://t.co/Vszp4nxUR9",16/03/2017 09:21
"$SPX #SP500 SP500 future, the 30 DJIA components and 19 sectors DAILY REVIEW https://t.co/3UPIS4RbPV #trading https://t.co/R0NmfbEh5s",16/03/2017 09:14
"#Yellen's considerate tone boosts #US! Brent rebound, Housing fervor buoy; Retail damp. Banks<U+2193>.SP500 NASDAQ DJIA +0.84% +0.74%+0.54%.Yields<U+2191>",16/03/2017 09:06
Rate Hike = Job Security By MarketTeaLeaves https://t.co/2wi2BHF6nG #Fed #SP500 #DollarIndex #Gold #Correlation,16/03/2017 09:04
Rate Hike = Job Security By @MarketTeaLeaves https://t.co/Nz1JoE9M3B #Fed #SP500 #DollarIndex #Gold #Correlation,16/03/2017 09:02
@trader1906 basically long SP500 post crash! Total ignorance of GDP growth etc lol - easier to say things are bubbles,16/03/2017 08:57
FTSE 100 surges to record high as reflation… https://t.co/Cy572p3UHe #topics_organisations_sp500 #topics_organisations_nasdaq #EONOMICS,16/03/2017 08:37
FTSE 100 surges to record high as reflation… https://t.co/DF9OS8aa7E #topics_organisations_sp500 #topics_organisations_nasdaq #EONOMICS,16/03/2017 08:37
"IG (AA) Credit now a ""free"" put on the SP500? https://t.co/67iWotX36z #TREToday",16/03/2017 08:31
RT @TradingWave: We do offer #trading #signals on : #dax #dax30 #ger30 #sp500 #spx #spy #es_f #russell #gold #silver #xau #xag #forex #eurg…,16/03/2017 08:15
RT @TradingWave: We do offer #trading #signals on : #dax #dax30 #ger30 #sp500 #spx #spy #es_f #russell #gold #silver #xau #xag #forex #eurg…,16/03/2017 08:15
We do offer #trading #signals on : #dax #dax30 #ger30 #sp500 #spx #spy #es_f #russell #gold #silver #xau #xag #forex #eurgbp #indices #metal,16/03/2017 08:14
"#AEX #DAX #DOW #SP500 @IndexTipNL
No advice, just an opinion.
Disclaimer - https://t.co/BiAdlSitVE https://t.co/QrBZcok776",16/03/2017 08:11
It was just a retest #SP500 https://t.co/gl40cfqvkJ,16/03/2017 08:07
"Daily Review #SP500 $SPX #DJIA #Trend #analysis
#future #equity #sector #dowjones
https://t.co/SUpdcFLzIt https://t.co/0CnukyKXQm",16/03/2017 08:04
#LEGO #LEGOTechnic 8258 Crane Truck #AFOL #LEGObricks #VintageLEGO #CollectibleLEGO #CollectibleToys #Toys #SP500 https://t.co/nUTWh336d1,16/03/2017 08:01
"free 30 usd forex https://t.co/8QArh1ckM1
#DAX30 #nasdaq #japanese #SP500 #dowjones #cnn #MoneyMaker #Foreigner40… https://t.co/dK5d7hD29H",16/03/2017 07:59
RT @FA_Forecasting: The SP500 follows a predictable pattern. We average more than 30 points a month with our software. https://t.co/8Or4PQF…,16/03/2017 07:52
SP500 2390 more short,16/03/2017 07:46
RT @TimBukOne: World #StockMarkets 15/03/2017 - #JSE #DJI #SP500 #DAX #CAC #LSE https://t.co/cPsAwFAuhL,16/03/2017 07:09
$LMT:US Lockheed Martin Revised THAAD System Contract Pushes Value to $449 Million #LOCKHEED MARTIN CORP  https://t.co/YDQ1Fe2smg #SP500,16/03/2017 07:05
World #StockMarkets 15/03/2017 - #JSE #DJI #SP500 #DAX #CAC #LSE https://t.co/cPsAwFAuhL,16/03/2017 07:05
"DailyDAX – Do, 16.03.2017 https://t.co/OGv2tkC3WB #dailydax #dax #dowjones #sp500 #nasdaq #indizes #boerse #trading #scalping #kw11 /SS",16/03/2017 07:04
"Hey, do you know everything while trading #SP500? $GOOG $JNJ $GE https://t.co/Rwpf6Sogpu https://t.co/ZLC7YYGcUm",16/03/2017 07:01
The SP500 follows a predictable pattern. We average more than 30 points a month with our software. https://t.co/8Or4PQFhtw,16/03/2017 06:54
RT @Tripstrading: S&amp;P500 vs VIX – Rounding Tops and Bottoms https://t.co/z6yQGU3dWQ https://t.co/XrFY7l3Sig,16/03/2017 06:52
"Sp500 spiffing borrowed stock proceeds presignifying: check, verizon, activision heavy blow, emc, j.c. penney,… https://t.co/WiyMtdD7jp",16/03/2017 06:39
Long or Short the S&amp;P 500 using Bitcoin. Max leverage 20. #SP500 |https://t.co/sFTAk2jtgC https://t.co/IhRNUWr5M4,16/03/2017 06:21
S&amp;P500 vs VIX – Rounding Tops and Bottoms https://t.co/z6yQGU3dWQ https://t.co/XrFY7l3Sig,16/03/2017 05:56
"RT @Marlaa788: $SPX up 20 points at 2,385.
#SP500 #stocks",16/03/2017 05:34
"$SPX up 20 points at 2,385.
#SP500 #stocks",16/03/2017 05:32
Are you Bullish or Bearish on the S&amp;P 500? Start #Trading with #Bitcoin. 20:1 Leverage. #Stocks $SPY $ES $ES_F… https://t.co/P7fa3hXVtD,16/03/2017 05:15
RT @barronsasia: #Fed Signals to Investors It’s Safe to Buy Stocks https://t.co/F1uAFQc9xW @randallwforsyth #SP500,16/03/2017 04:51
See our future #LEGO #LEGOInvestment list!  #AFOL #LEGObricks #CollectibleLEGO #CollectibleToys #Toys #stocks #SP500 https://t.co/PgdByXgine,16/03/2017 04:19
#Fed Signals to Investors It’s Safe to Buy Stocks https://t.co/F1uAFQc9xW @randallwforsyth #SP500,16/03/2017 04:05
"Stocks, Bonds &amp; Gold all UP! https://t.co/U1YA1cV0H2 #stockmarket #wallstreet #nyse $sp500 #stocks #trading #investing #finance $tlt $intc",16/03/2017 03:10
Today 2.1 billion shares of #SP500 companies were traded; +0% higher volume than previous trading day $SPY #stocks #stockmarket,16/03/2017 03:09
Today $116.7 billion worth of #SP500 stocks were traded; +0% higher than previous trading day $SPY #stocks #stockmarket,16/03/2017 03:09
RT @americaformom: RT4Mom<U+2665><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#BOYCOTT<U+261E>#WRBERKLEY #NASDAQ #SP500 #WallStreet #Business #Stockmarket #stocks #NYSE https://t.co/GXJPBWl6UF htt…,16/03/2017 02:58
RT @americaformom: RT4MOM<U+2764>us  #BOYCOTT<U+261E>#WRBERKLEY #Acadia #Insurance #Financials #Stocks #SP500 #NYSE #Business https://t.co/EQYgpZtSpY htt…,16/03/2017 02:58
83 % of #SP500 stocks ended positive today,16/03/2017 02:49
"Today's #SP500 biggest winners: $QEP (+6%), $SWN (+6%), $NEM (+5%). The biggest losers: $M (-2%), $COF (-2%), $AZO (-2%)",16/03/2017 02:49
Today's top traded #SP500 #stocks by dollar value: #Apple #BankofAmerica #Facebook- $AAPL $BAC $FB #stocks #stockmarket #SPX,16/03/2017 02:49
Today 2.1 billion shares of #SP500 companies were traded; +27% higher volume than previous trading day $SPY #stocks #stockmarket,16/03/2017 02:49
Today $116.7 billion worth of #SP500 stocks were traded; +28% higher than previous trading day $SPY #stocks #stockmarket,16/03/2017 02:49
RT @JeffKendallCFP: How Much is Left in the Tank? https://t.co/QADX2njxqy  @LPLResearch #Bullmarket #SP500 #LPL #Karpfinancial https://t.co…,16/03/2017 02:27
"Taste reports toward sp500 rum treadmill: reckon on in re europe, qualcomm, chesapeake endeavor, overpass, globe… https://t.co/2wLaiNbpAM",16/03/2017 02:27
"Stocks, Bonds &amp; Gold all UP! https://t.co/p9E9aDAUhG #stocks #business #trading #investing #finance #stockmarket #wallstreet #sp500 $spy",16/03/2017 02:10
RT @Path_Trading: Path Chat PM #Futures Update 3152017 #dowjones #sp500 #Nasdaq #CrudeOIL #Copper $Gold $Silver @Bob_Iaccino @mgarnold http…,16/03/2017 01:30
"Hey, do you know everything while trading #SP500? $GOOG $JNJ $GE https://t.co/Rwpf6Sogpu https://t.co/bokEYFHnoV",16/03/2017 01:23
After hours trading in SP500 is heading higher https://t.co/0wTrZKjqx5,16/03/2017 01:17
#LEGO #LEGOTechnic 8457 Power Puller #AFOL #LEGObricks #VintageLEGO #CollectibleLEGO #CollectibleToys #Toys #SP500 https://t.co/7ZBKDTeExc,16/03/2017 01:09
RT @Path_Trading: Path Chat PM #Futures Update 3152017 #dowjones #sp500 #Nasdaq #CrudeOIL #Copper $Gold $Silver @Bob_Iaccino @mgarnold http…,16/03/2017 00:45
RT @Path_Trading: Path Chat PM #Futures Update 3152017 #dowjones #sp500 #Nasdaq #CrudeOIL #Copper $Gold $Silver @Bob_Iaccino @mgarnold http…,16/03/2017 00:03
Path Chat PM #Futures Update 3152017 #dowjones #sp500 #Nasdaq #CrudeOIL #Copper $Gold $Silver @Bob_Iaccino @mgarnold https://t.co/tBQTUrVZ52,16/03/2017 00:00
"#SP500,#StockMarkket Still the big picture. https://t.co/fnYS1yjtzp",15/03/2017 23:33
$AMZN:US Amazon com : Plans Air Cargo Service for Chinese Customers #AMAZON.COM INC  https://t.co/m9CzoFtkwV #SP500,15/03/2017 23:06
"$AMGN:US Mizuho Analysts Give Amgen, Inc. (AMGN) a $195.00 Price Target #AMGEN INC  https://t.co/bRmTBgutuq #SP500",15/03/2017 23:06
Return Update: #SP500 up 9.55% since last signal (long term trend). What could that do for your #RothIRA #401K?,15/03/2017 23:06
$LMT:US SpaceX defeats Boeing-Lockheed partnership for GPS launch contract #LOCKHEED MARTIN CORP  https://t.co/iVozy643pN #SP500,15/03/2017 23:06
$GRMN:US Garmin introduces a smaller dash cam with bigger features  #GARMIN LTD  https://t.co/1ij5tWP09b #SP500,15/03/2017 23:05
$BEN:US ACCO Brands Co. (ACCO) Stake Held by Franklin Resources Inc. #FRANKLIN RESOURCES INC  https://t.co/UT6rAt2ANA #SP500,15/03/2017 23:05
$TIF:US Tiffany &amp; Co. (TIF) to Issue Quarterly Dividend of $0.45 on April 10th #TIFFANY &amp; CO  https://t.co/bKXJqNOxJ3 #SP500,15/03/2017 23:05
"RT @CityFalcon: As expected,#FOMC hikes rates 25bps,2nd time in 3months. Boosts stocks #SP500 #DJIA #NASDAQ

https://t.co/5NhOY1t65P",15/03/2017 22:57
SP daily parabolas 03/15/2017 #SP500 #ESH7 https://t.co/8iQuPg6Lno https://t.co/B8IgsWeNEi,15/03/2017 22:52
Companies expected to be hurt most by tightening outperform as #SP500 Index jumps #stocks https://t.co/P0oozD9NZ4,15/03/2017 22:45
#SP500 | Wed 15 Mar 2017 | Won: 2/6 | Lost: 4/6 | Average Win Match: 22% | #daytrading #stocks #eod,15/03/2017 22:16
"#SP500 And #Nasdaq100 Forecast - Wednesday, Mar. 15 $NDX $SPX https://t.co/qwJDSC1qwm",15/03/2017 22:09
Dow +112.73 (+0.54%) S&amp;P 500 +19.81 (+0.84%) Nasdaq +43.23 (+0.74%) #ASX #ausbiz #DOWJONES #SP500 #Nasdaq,15/03/2017 22:06
Dow +112.73 (+0.54%) S&amp;P 500 +19.81 (+0.84%) Nasdaq +43.23 (+0.74%) #ASX #ausbiz #DOWJONES #SP500 #Nasdaq,15/03/2017 22:06
Return Update: #SP500 up 8.37% since last signal (short term trend). Awesome return! #investing #wealth https://t.co/qCn5v0xIz2,15/03/2017 22:05
"US@close #Dow 20,950.10 (up 112.73, 0.5%) #sp500 2,385.26 (up 19.81, 0.8%); #Nasdaq 5,900.05 (up 43.23, 0.7%). Need advice? 1300 582 256",15/03/2017 21:57
RT @mytradingbuddy: $SPX #SP500 #ElliottWave Analysis &amp; Outlook VIDEO with 13 Other Major #Markets by @FXTradersEDGE_ &gt;&gt; https://t.co/mg5Mg…,15/03/2017 21:56
$SPX #SP500 #ElliottWave Analysis &amp; Outlook VIDEO with 13 Other Major #Markets by @FXTradersEDGE_ &gt;&gt;… https://t.co/rYAhnl9xum,15/03/2017 21:55
"$SPY no one should be shorting SP500 until ATH are shattered and $VXX trades &gt;$17 again. It is coming, be patient!",15/03/2017 21:36
"Hike to Hike
#Dow: 5.53%
#SP500: 5.44%
$GLD: 8.30%
$GDX: 21.01%
$TLT: 0.93%
$XLF: 4.51%
$TIPS: 2.24%
#Stocks #Bonds #Metals #Gold #Fed",15/03/2017 21:22
"#SP500,#StockMarket Absent major top signal, primary trend still up. None of recent SPX bottom signals, however, foreshadow major up-move.",15/03/2017 21:13
"RT @EconCalend: S&amp;P 500 Futures Rise After Federal Reserve Rate Hike
https://t.co/Hnzyjazzp6
#sp500 $SPY $SPX https://t.co/NBCelUYIWZ",15/03/2017 21:03
"S&amp;P 500 Futures Rise After Federal Reserve Rate Hike
https://t.co/Hnzyjazzp6
#sp500 $SPY $SPX https://t.co/NBCelUYIWZ",15/03/2017 21:03
"SP500 chart https://t.co/LDFeYtRR78 
via https://t.co/jth9Xw9DHA",15/03/2017 21:00
RT @SPDJIndices: Market Close: #Markets | SP500 2385.26 +19.81,15/03/2017 20:36
Market Close: #Markets | SP500 2385.26 +19.81,15/03/2017 20:31
"$SPY SP500 closes above March3rd high. Stop losses should be placed at 2374/5, otherwise ride this to 2418/23.Ways to go on the upside-Bigly",15/03/2017 20:24
"#CBOE #SP500 Volatility Index (#VIX) price at close on March 15, 2017 is 11.52. https://t.co/3V6pJa7Iwu",15/03/2017 20:24
"S&amp;P 500 (#SP500) price at close on March 15, 2017 is 2385.26. https://t.co/lE4JvSEeyw",15/03/2017 20:23
"RT @ClockworkAlerts: June #SP500, $ESM17, Scalped +$438 today with #daVinci, our 100%, auto-ex trading app for all liquid markets! See- htt…",15/03/2017 20:22
RT @RealTradeUs: $AMD: level up after joining #SP500 could test previous high @ $15 https://t.co/G9ldsWOIoo,15/03/2017 20:18
"Wed 3/15/17   4 PM ET
#Dow $20,950 +113
#SP500 $2,385 +20
#Oil $48.84
#Gold $1,221
#Silver $17.31
#BTC $1,252
#ETH $32.89
Pls Retweet",15/03/2017 20:14
RT @buildingbloqs: #cutting it fine. The #BloQs 'B' taking shape on our new @TrotecLaserUK SP500 - very pleased with the results... https:/…,15/03/2017 20:11
"Top #moneyflow for #sp500 today
$BAC $JNJ $MSFT $EXPE $GILD $ESRX $AIV $IBM $NVDA $MCD ...
https://t.co/S59zN0R1wP",15/03/2017 20:05
"RT @JPDesloges: #Financial Sector #ETF XLF: 
Testing Daily Rising Wedge Support (blue) after #FED dovish statement   
#Trading #Investing #…",15/03/2017 19:56
